id,timestamp,x,y,z,label
E,289477436378789,2.5737667,9.36492,-0.009576807,0
E,289477476244623,2.5893292,9.378088,-0.01616086,0
E,289477516195143,2.557606,9.388264,-0.04249708,0
E,289477555553529,2.5959132,9.409213,-0.060453594,0
E,289477594895246,2.5833437,9.385869,-0.076015905,0
E,289477635847903,2.6168625,9.408015,-0.06404489,0
E,289477675753787,2.6144683,9.405622,-0.076614454,0
E,289477715764467,2.6162639,9.440936,-0.0712275,0
E,289477753436236,2.5929205,9.4295635,-0.029927522,0
E,289477795450091,2.5875335,9.311649,-0.037708677,0
E,289477833128632,2.5893292,9.335591,-0.08499416,0
E,289477875320299,2.641403,9.386468,-0.06823475,0
E,289477915185664,2.666542,9.433753,-0.130484,0
E,289477953141341,2.6916811,9.415198,-0.077811554,0
E,289477995026548,2.6581624,9.416395,-0.008379706,0
E,289478038314778,2.670732,9.321824,0.065242,0
E,289478074097694,2.6150668,9.302073,-0.031124622,0
E,289478113910611,2.5809495,9.34397,-0.074220255,0
E,289478152581444,2.6168625,9.393052,-0.077213004,0
E,289478192144310,2.657564,9.470863,-0.108337626,0
E,289478233240038,2.6713305,9.418191,-0.06404489,0
E,289478274485455,2.6252422,9.329007,-0.065242,0
E,289478314208267,2.5953147,9.339781,-0.061650693,0
E,289478354128111,2.6443958,9.3583355,-0.15322891,0
E,289478393634569,2.5923219,9.404425,-0.14604631,0
E,289478433697382,2.5821466,9.457097,-0.18435353,0
E,289478473055403,2.5875335,9.446921,-0.16879122,0
E,289478512916393,2.6156654,9.381081,-0.1933318,0
E,289478552672329,2.5552118,9.423578,-0.18375498,0
E,289478592656027,2.5061307,9.427768,-0.09636662,0
E,289478632666861,2.5198972,9.346964,-0.091578215,0
E,289478672528788,2.5486276,9.394249,-0.025139118,0
E,289478712477434,2.694674,9.317635,-0.10654198,0
E,289478752337382,2.6940753,9.314043,-0.13587095,0
E,289478792412538,2.6270378,9.38168,-0.12210429,0
E,289478834643579,2.534861,9.494206,-0.130484,0
E,289478872050613,2.4492683,9.428965,-0.14544775,0
E,289478911956654,2.4899697,9.440936,-0.16879122,0
E,289478951900661,2.4678235,9.391854,-0.18375498,0
E,289478990784206,2.44448,9.451111,-0.15143326,0
E,289479031337852,2.4498668,9.409213,-0.11372458,0
E,289479071565610,2.492364,9.379884,-0.16160862,0
E,289479111513474,2.497751,9.442732,-0.08319851,0
E,289479153498009,2.4720132,9.433155,-0.039504327,0
E,289479191282225,2.469619,9.368511,-0.051475335,0
E,289479229717277,2.5300727,9.379285,-0.08379706,0
E,289479271125922,2.5061307,9.451111,-0.10594343,0
E,289479309806706,2.428319,9.505579,-0.14903906,0
E,289479350896756,2.4349031,9.448118,-0.09935937,0
E,289479391019515,2.4546554,9.411008,-0.12629414,0
E,289479430706759,2.5306711,9.362526,-0.1316811,0
E,289479470645247,2.4785974,9.41879,-0.09876082,0
E,289479510509463,2.517503,9.432556,-0.095768064,0
E,289479550459623,2.5354595,9.430161,-0.12090719,0
E,289479590317121,2.5091233,9.430161,-0.10354923,0
E,289479630660559,2.510919,9.390657,-0.077213004,0
E,289479670170922,2.5516205,9.407417,-0.10354923,0
E,289479710628423,2.5570073,9.419388,-0.079008654,0
E,289479749979882,2.5725696,9.387066,-0.0676362,0
E,289479790422173,2.5151088,9.424775,-0.1316811,0
E,289479829419100,2.5013423,9.428965,-0.095169514,0
E,289479870306339,2.4779987,9.431957,-0.11192893,0
E,289479910157226,2.5157075,9.379285,-0.13467385,0
E,289479949464361,2.5115175,9.430161,-0.16280572,0
E,289479989407589,2.4881742,9.425373,-0.11851298,0
E,289480029857277,2.4809916,9.423578,-0.11791443,0
E,289480069169152,2.4648306,9.405023,-0.15143326,0
E,289480109706287,2.4971523,9.378687,-0.17178397,0
E,289480149567068,2.5659857,9.417592,-0.16579847,0
E,289480189473006,2.521693,9.415796,-0.09935937,0
E,289480227359881,2.4959552,9.416395,-0.110133275,0
E,289480269492068,2.4971523,9.422979,-0.13826515,0
E,289480311091495,2.5127146,9.400833,-0.14784196,0
E,289480348495714,2.5360582,9.422979,-0.12928689,0
E,289480388437954,2.4450784,9.492412,-0.12210429,0
E,289480428302172,2.521693,9.418191,-0.08798691,0
E,289480468211339,2.4947581,9.371504,-0.046088383,0
E,289480508150246,2.4432828,9.327211,-0.11611878,0
E,289480546913996,2.4450784,9.36492,-0.19153613,0
E,289480586317069,2.4420857,9.488221,-0.15562311,0
E,289480627853839,2.4666264,9.51755,-0.15801731,0
E,289480667723370,2.546832,9.475053,-0.08259996,0
E,289480707840297,2.4791958,9.36073,-0.09876082,0
E,289480747530193,2.4654293,9.375694,-0.08738836,0
E,289480787478631,2.4863784,9.3733,-0.095169514,0
E,289480827593370,2.5187001,9.475652,-0.14185645,0
E,289480867245766,2.5115175,9.437943,-0.09696517,0
E,289480907144308,2.4875755,9.43495,-0.10654198,0
E,289480947089047,2.5169046,9.435549,-0.12928689,0
E,289480987554100,2.5258827,9.420585,-0.092775315,0
E,289481027160350,2.5049336,9.330204,0.130484,0
E,289481066847225,2.333748,9.24521,0.37588966,0
E,289481106788369,2.393603,9.461885,0.15322891,0
E,289481146659934,2.6282349,9.580399,0.26156655,0
E,289481187157381,2.825158,9.349358,0.074220255,0
E,289481227551340,2.492364,9.238028,0.08379706,0
E,289481264724412,2.3822308,9.247005,-0.053869538,0
E,289481306235402,2.271499,9.561843,-0.15682021,0
E,289481346101289,2.3116016,9.634268,-0.06823475,0
E,289481386012590,2.457648,9.634866,-0.2657564,0
E,289481425604568,2.517503,9.509769,-0.14784196,0
E,289481467089359,2.678513,9.336788,-0.0664391,0
E,289481505702174,2.6982653,9.281721,0.0005985504,0
E,289481545650973,2.9017725,9.227852,0.002992752,0
E,289481586136966,2.903568,9.190742,0.013766659,0
E,289481625474985,2.6396074,9.3733,-0.22864626,0
E,289481665362432,2.2547395,9.58818,-0.23283611,0
E,289481705226600,2.1481974,9.563639,-0.31244332,0
E,289481745127901,2.2080526,9.552865,-0.25378537,0
E,289481785654204,2.280477,9.515755,-0.08619126,0
E,289481824936756,2.3523033,9.357738,-0.012569559,0
E,289481865011808,2.5462334,9.27394,0.046088383,0
E,289481903631495,2.5013423,9.275137,0.01616086,0
E,289481944690089,2.5031378,9.272144,-0.06404489,0
E,289481985121130,2.469619,9.370307,-0.06584055,0
E,289482024134880,2.7617116,9.485229,-0.044891283,0
E,289482064011704,2.4438813,9.457695,-0.15502456,0
E,289482104267797,2.1410148,9.588778,-0.008379706,0
E,289482144167381,1.9722236,9.482236,-0.06823475,0
E,289482184019204,1.9261353,9.599552,0.03232172,0
E,289482224020296,2.4319103,9.610326,0.1921347,0
E,289482263880975,2.6318262,9.395446,0.260968,0
E,289482303454725,2.5791538,9.364322,0.15382746,0
E,289482343729151,2.597709,9.419987,0.2908955,0
E,289482384150817,2.3535004,9.237429,0.31004912,0
E,289482423167017,2.295441,9.402629,0.16759412,0
E,289482463439411,2.235586,9.450513,0.32561144,0
E,289482502409515,2.3505075,9.57142,0.21428105,0
E,289482543799102,2.48578,9.396643,0.14425065,0
E,289482583150034,2.5498247,9.423578,0.08020575,0
E,289482623137800,2.7275944,9.452907,0.22385786,0
E,289482663496808,2.4797945,9.300875,0.08140286,0
E,289482703318420,2.6396074,9.403227,0.23762453,0
E,289482742726132,2.7856536,9.361329,0.219668,0
E,289482782666131,2.943671,9.230247,0.030526072,0
E,289482823123265,2.9724014,9.435549,-0.027533319,0
E,289482862431599,2.8293478,9.546281,0.13108255,0
E,289482902968422,2.7407625,9.511565,0.24361002,0
E,289482941066026,2.7090392,10.133459,0.50038815,0
E,289482982145453,2.404377,9.0554695,0.23523031,0
E,289483022626286,1.9758149,8.826224,-0.17896658,0
E,289483060925349,2.100912,9.220071,-0.34596214,0
E,289483101856704,2.183512,9.782109,-0.15263036,0
E,289483152572225,2.2643163,9.7863,0.4854244,0
E,289483180060975,2.665345,9.300277,0.12270284,0
E,289483221408735,2.5432408,9.221867,0.110133275,0
E,289483259885558,2.3523033,9.408614,0.05925649,0
E,289483301372797,2.1338322,9.583989,0.076614454,0
E,289483341260245,2.211644,9.602545,0.19273324,0
E,289483381488056,2.2541409,9.288904,0.08259996,0
E,289483421681494,2.328361,9.372701,-0.005985504,0
E,289483461200609,2.2828712,9.287707,-0.15263036,0
E,289483501482328,2.31639,9.609727,-0.04189853,0
E,289483540820037,2.534861,9.530719,0.16160862,0
E,289483581683056,2.2906525,9.144653,0.05267244,0
E,289483620605610,2.0248961,9.34397,-0.073621705,0
E,289483660548734,2.1589713,10.033501,0.22146365,0
E,289483700417223,2.3989902,9.702502,0.11133038,0
E,289483738853734,2.5941176,9.142858,0.05626374,0
E,289483781295557,2.5510218,9.211691,-0.050876785,0
E,289483820169098,2.4331074,9.519944,0.023343466,0
E,289483863274411,2.356493,9.48882,0.2100912,0
E,289483899606807,2.191293,9.415198,0.25378537,0
E,289483940462848,2.315193,9.353547,-0.0011971008,0
E,289483979726859,2.3415294,9.507375,-0.030526072,0
E,289484019654620,2.332551,9.520543,0.0005985504,0
E,289484060952485,2.284667,9.504981,0.11312603,0
E,289484100046442,2.3517046,9.492412,0.12449849,0
E,289484139344723,2.3535004,9.418191,0.08798691,0
E,289484178970922,2.3127987,9.411008,0.14065935,0
E,289484219737692,2.3397336,9.485827,0.17896658,0
E,289484260247015,2.343325,9.507974,0.23104046,0
E,289484299073994,2.3810337,9.4696665,0.24959552,0
E,289484338762693,2.2098482,9.483433,0.23283611,0
E,289484378774046,2.2301989,9.472659,0.15861586,0
E,289484419270713,2.2062569,9.462483,0.10414778,0
E,289484458615817,2.2894554,9.628283,-0.035314474,0
E,289484499072587,2.3038206,9.993997,0.32142156,0
E,289484538978631,2.569577,9.168595,0.3812766,0
E,289484578339256,2.2050598,8.905233,0.4261679,0
E,289484618204620,2.171541,9.284116,-0.23642741,0
E,289484658739045,2.2523453,9.70789,-0.17657238,0
E,289484698604152,2.3301568,9.5570545,-0.09816227,0
E,289484739595921,2.2307975,9.186552,0.02932897,0
E,289484778491442,2.0494366,9.44752,-0.19752164,0
E,289484817765870,2.1051018,9.351752,-0.2172738,0
E,289484857624204,2.1499932,9.583391,-0.15502456,0
E,289484898167223,2.2104468,9.881469,-0.31543607,0
E,289484938206390,1.9243397,9.818023,-0.12210429,0
E,289484975731806,2.2499511,9.554661,0.02873042,0
E,289485017836703,2.4690206,9.356541,-0.073023155,0
E,289485056839515,2.4971523,9.354745,0.26036942,0
E,289485097046337,2.5103204,9.444528,0.12030864,0
E,289485136990973,2.6036944,9.552865,0.3824737,0
E,289485176848786,2.5767596,9.244013,0.3764882,0
E,289485216675973,2.40318,9.214086,0.3369839,0
E,289485256650088,2.355296,9.440337,0.08379706,0
E,289485296604879,2.2463598,9.442133,0.095768064,0
E,289485336596963,2.3020248,9.647436,0.16400282,0
E,289485376381286,2.3008277,9.533711,0.2657564,0
E,289485416264567,2.3133974,9.443929,0.21906945,0
E,289485456231494,2.2403743,9.349358,0.12928689,0
E,289485496673838,2.35769,9.376292,0.2765303,0
E,289485536783056,2.19668,9.513959,0.27473465,0
E,289485575890452,2.267309,9.579201,0.22325931,0
E,289485614194670,2.272696,9.437943,0.21068975,0
E,289485654191285,2.3157916,9.470863,0.090381116,0
E,289485693854722,2.3570917,9.467871,0.18974048,0
E,289485734029410,2.3786395,9.486425,0.17477672,0
E,289485773921962,2.3971944,9.420585,0.23343466,0
E,289485814001024,2.4612393,9.378088,0.25019407,0
E,289485853909879,2.296638,9.351153,0.0712275,0
E,289485893844462,2.2780828,9.530719,0.19931729,0
E,289485933426962,2.291251,9.401431,0.02873042,0
E,289485973612744,2.2547395,9.503783,0.16460137,0
E,289486013529723,2.2697031,9.554661,0.32142156,0
E,289486053498369,2.5264814,9.504382,0.23523031,0
E,289486094354931,2.4875755,9.415198,0.30526072,0
E,289486134541806,2.4019828,9.348161,0.26994625,0
E,289486174495920,2.3762453,9.391854,0.24959552,0
E,289486214329463,2.384625,9.405023,0.24660277,0
E,289486253615868,2.349909,9.452309,0.207697,0
E,289486294160816,2.4091654,9.539697,0.20350714,0
E,289486334064983,2.355296,9.481637,0.25677812,0
E,289486373967848,2.3241713,9.442133,0.1340753,0
E,289486412875504,2.3265655,9.430161,0.14963761,0
E,289486453774097,2.3002293,9.375095,0.29688102,0
E,289486493780139,2.336741,9.482835,0.17537527,0
E,289486533706285,2.2996306,9.489418,0.1604115,0
E,289486573478056,2.259528,9.476849,0.14844051,0
E,289486612178993,2.203264,9.443929,0.17597382,0
E,289486653294307,2.2637177,9.427169,0.06943185,0
E,289486693165608,2.2176294,9.4696665,0.050876785,0
E,289486733010712,2.1787236,9.472659,0.05746084,0
E,289486772966234,2.2337902,9.451111,0.12569559,0
E,289486812835400,2.2625206,9.489418,0.036511578,0
E,289486852465766,2.2619221,9.451111,0.074818805,0
E,289486892371285,2.2122424,9.478644,0.038905777,0
E,289486932658941,2.2002714,9.41879,0.090381116,0
E,289486972503628,2.1853075,9.512762,0.037110128,0
E,289487012078368,2.191293,9.451111,0.051475335,0
